album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Ranchinho (Casa Mais Eu?),6bycG4TFstNasJPqPcZ7qt,Edyr Vaqueiro,2IIiYRJxCHvPUESlgVV1Ze,176537,1Q7vwbXTxyVeseSnBVJhHD,Ranchinho (Casa Mais Eu?),42,0.477,0.506,0.897,0.0,2,0.36,-3.523,1,0.043,168.11,0.885
Tchau Adeus,3gVDAGaFXxPlXpZlujx9gm,Bonde do Brasil,2j1yuQ4WNWTbd9bXafU5ix,208653,1XUNKgj7u7HReZvrEzer8X,Tchau Adeus,48,0.431,0.596,0.886,9.1e-06,10,0.0828,-3.587,1,0.036,152.04,0.806
Na Cama Que Eu Paguei (ao Vivo),70pzOdkoIN5Edusesxgd0F,Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,208154,42LOdOgBas6evy9GR4Pcz9,Na Cama Que Eu Paguei - Ao Vivo,62,0.0708,0.548,0.846,0.0,6,0.199,-4.256,1,0.0741,126.219,0.811
Saia na Serra,4R4c9JW112f9Jp60frvZCN,Saia Rodada,0xcSCzG87AgHso0rLl4die,149629,2YONS6iSDLTIrJzue1T43F,Prova Que Me Ama,65,0.486,0.825,0.813,0.0,0,0.218,-2.752,1,0.0666,154.032,0.961
Saia na Serra,4R4c9JW112f9Jp60frvZCN,Saia Rodada,0xcSCzG87AgHso0rLl4die,150390,4uglrhluYKrifIkse27WB9,Vou Virar Fazendeiro,60,0.515,0.691,0.935,1.94e-05,2,0.0789,-2.041,1,0.0396,161.837,0.976
Garota Vip Rio De Janeiro (Ao Vivo),5QgnH5cBOdvtOA5YT7C1L7,Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,162208,5epE7Ljqg45Izc0YGjTz79,Mal de Ex - Ao Vivo,62,0.0351,0.542,0.915,0.0,0,0.478,-4.398,1,0.0478,164.929,0.854
Decisão,5wt6ZK4YJcmGzXTFtESOxQ,Bonde do Brasil,2j1yuQ4WNWTbd9bXafU5ix,166347,65RyRAGkftBTJGBD867FwC,Decisão,50,0.257,0.53,0.765,0.0,6,0.237,-6.249,1,0.0436,141.699,0.921
Sob Medida,4itSKgvxi5nI45QXg5jNm8,JM Puxado,7fU19xnm8yVl18ZA94eiSH,154958,6HfKhxEUQKvWxljqRPHkxF,Sob Medida,46,0.348,0.534,0.837,0.0,11,0.375,-4.842,0,0.0789,185.724,0.787
Sexta-Feira,1VaHUJ8VdOgpsyQdzUVfdc,Jonas Esticado,22jNvLBrXGKr4CcV2tw8Ag,119845,6i5AMgu8gIP77qs0CXsP33,Sexta-Feira,51,0.39,0.679,0.955,0.0,9,0.318,-1.579,0,0.0479,153.997,0.959
Menina de Ouro,11FOpJE4Q1KwYX3PbfzFg3,Luan Estilizado,1tGLEVy901arulIovZtdLc,207319,7rbrOF8VtyXpnCfbpNMTPK,É Só Oi e Tchau,48,0.35,0.516,0.823,0.0,9,0.492,-4.602,1,0.0678,159.91,0.688
Meu Coração Pegou Ar,1THMO301d6nvzT3PEJaZcu,Jonas Esticado,22jNvLBrXGKr4CcV2tw8Ag,161153,7sRBlhkgNQq1OOFoiXxdAP,Meu Coração Pegou Ar,60,0.558,0.715,0.748,0.0,10,0.138,-7.212,1,0.124,129.906,0.82
"JM Live Manaus, Ep. 1",0wyb0zCEgShU7UEX2Zz9h1,JM Puxado,7fU19xnm8yVl18ZA94eiSH,178208,7nWN4xysN7yiYePAAIfX1w,Nesse Vai e Volta - Live,46,0.333,0.56,0.798,2.2e-06,10,0.117,-6.265,1,0.115,185.937,0.519
Garota Vip Rio De Janeiro (Ao Vivo),5QgnH5cBOdvtOA5YT7C1L7,Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,179488,6ZigtdiR81laRoabpWUrMP,Aprende a Terminar - Ao Vivo,63,0.0742,0.578,0.852,0.0,0,0.811,-4.553,1,0.0949,114.33,0.615
O Samba Em Mim (Ao Vivo Na Lapa),2wv5WDVgqmtwqCcVok5eyr,Maria Rita,1C8UBSZs5rOPfxuxTMS6OI,226694,1Titm76tFsIqqjjITUYRfx,"É Corpo, É Alma, É Religião - Ao Vivo Na Lapa",39,0.501,0.433,0.829,0.0,6,0.966,-7.738,0,0.169,110.48,0.837
Coração Leviano,22OU59k6Hqx07gF2tqd7cy,Paulinho Da Viola,0t2xdTxRXnffsmpMamH8Ls,172329,3byAfeclgYBN1cdyVc76Uh,Coração Leviano,39,0.219,0.676,0.664,0.000349,6,0.137,-9.528,0,0.0423,107.062,0.895
Cidade do Samba,0pi0cmNcMMi5RXrXg6KiHy,Martinho Da Vila,6rM2yY0GnVcOHMU5GD3y9E,200026,6Kjil04DcA70F6h3WjLz2e,Mulheres - Live,47,0.795,0.477,0.576,0.0,2,0.137,-9.907,1,0.0629,144.651,0.736
Munduê,6kJ0JRouLgeP9Pg45kev9v,Diogo Nogueira,57xRtfFlssbpntpRQOBodd,211059,1Pt5sw50mjvMMCsN71R1Q9,Coragem,1,0.585,0.636,0.588,0.0,11,0.0881,-6.646,0,0.186,175.99,0.746
Marcelo D2 - Canta Bezerra Da Silva,3I564AuHICCCnWEBHbvtoP,Marcelo D2,1vEN3d3dJbmdHQpXD6AIkL,222600,4vrcEe4iwNrGJi0ODXljvx,Partideiro Sem Nó Na Garganta,41,0.69,0.681,0.543,0.0,2,0.114,-10.396,1,0.169,93.846,0.903
VIBE (Ao Vivo),47l1S7yxz9zAO6K5gDori3,Thiaguinho,1vppDmG3i5sXf3DJzrK4T1,169201,5OkQbATpomh2u5D0YT2j63,Prudente - Ao Vivo,59,0.445,0.763,0.73,0.0,7,0.665,-6.636,1,0.0385,135.099,0.705
Na Veia,6YkPuUcUIQVdivq1u8blQH,Roge,2qLU3VUpp3uV2Oyf786FC3,188058,4Z6APQkEZQ7m1vpwisOua8,Na veia (Participação especial de Marcelo D2),37,0.719,0.904,0.517,0.0,5,0.107,-8.109,0,0.109,126.042,0.777
"Tudo Que Sou, Vol. 1: Fragmentos (Ao Vivo)",17clMnpX0WwlXFt3v7rmEW,Toninho Geraes,1XavFymdZWNz3HyS5jkStp,267545,54pvIGtbbIUy5qhVNPDfCt,Alma Boêmia - Ao Vivo,26,0.624,0.601,0.719,0.0,5,0.965,-7.45,1,0.0617,97.958,0.695
Traço De União,06sqEby97VgsMr7ZrKuhDB,Beth Carvalho,56TkPi7rpmU8jTpkcK7FY3,211626,26bA7oKwbeJs5GvNRRBBqd,Traço De União,22,0.692,0.517,0.799,8.55e-06,5,0.0732,-8.496,0,0.0575,118.505,0.886
Tudo Azul,49GlmFB8PkKv5LT6qsL8Ty,VELHA GUARDA DA PORTELA,5NZP1TAmVDd3fzmi4X29Jn,264373,1YcFAX7t0ijC9KmeL4pj95,Volta Meu Amor,37,0.755,0.438,0.557,1.03e-05,7,0.0927,-7.595,1,0.0452,87.316,0.575
+ 100,0qcVF3tbambXrwHNDcdDKf,Casuarina,0Z7qVrRll0xvdJ68DX0O0b,151900,6GFELqU2Mq8vpIZEpslS8F,Herança de Partideiro,26,0.718,0.724,0.54,0.00013,0,0.0763,-8.721,1,0.12,127.91,0.868
"Sambabook João Nogueira, 2",6FOkfUj1Mv1ySctRjW3GY0,Dudu Nobre,4Mw0vJsDXTZF7kn7EsdNoD,278853,0hR8aII8gulgOK3r5UxfDq,Clube do Samba,57,0.375,0.581,0.749,0.0,11,0.666,-9.502,0,0.271,104.79,0.778
Fundamental - Teresa Cristina e Grupo Semente,5SYSqHKFkkeHj6HmjK6Ctv,Teresa Cristina,2j5unrF80yCu3AF8MPE2VE,156280,52bhuRTX975WLB5tpGguvL,Coração Imprudente,24,0.609,0.665,0.46,5.86e-06,11,0.688,-11.222,0,0.0551,103.139,0.594
Músicas Para Churrasco Vol.1 Ao Vivo (Deluxe Edition),3RnUHSj1pNqVeWvQbEvqzI,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,551933,3GKOAWCxKK7y1Rhb0Q0FaG,Tive Razão - Live,41,0.839,0.569,0.716,0.0599,0,0.905,-7.65,1,0.0365,103.395,0.372
Focus - O Essencial De João Nogueira,1V4HN6xdGBhu4u6wB2pNsI,Joao Nogueira,5gcpKqNGPhEtKW5G1ZUZPK,168560,0zRnv0rsYvYNdt9as7kHmm,Boteco do Arlindo,28,0.139,0.647,0.738,0.0,0,0.0617,-7.665,1,0.0959,100.224,0.965
A Batucada Dos Nossos Tantãs,23zoyC5zT8lqnPTBytd4LC,Grupo Fundo De Quintal,1WkZvxuA4zCcFF9GChK6Vr,198960,1yqJ3Xi70OumcNDUgVAT5p,A Batucada Dos Nossos Tantãs,30,0.205,0.626,0.876,0.0,7,0.06,-6.873,0,0.0882,100.767,0.944
Chico Buarque,4K3E5bhJb92E7eyeIJ16QR,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,171253,7MxVCTR3xD55xikxKiGCrv,Feijoada Completa,44,0.621,0.55,0.705,0.000117,11,0.153,-8.952,0,0.146,115.294,0.793
Pagode do Pericão (Ao Vivo),2KB4XIudFdwuX7BgA1F2ak,Péricles,6gEzJZrbm0F4ihvE9iXR9z,292275,7wkn5YzIbYWtub1jgwp2D8,Amiga da Minha Mulher / Cilada - Ao Vivo,50,0.613,0.675,0.814,0.0,4,0.974,-6.138,0,0.0631,104.018,0.774
Para Sempre,377Lmb4EKi6WZAuTdvm4RF,Adoniran Barbosa,7vTlV3ajnMxl5l0ahupUeP,140706,1BSOKVzoPqJh6z6YzvJtkJ,Saudosa Maloca,43,0.647,0.683,0.53,3.31e-06,6,0.109,-15.133,0,0.269,96.881,0.767
Pedrinho da Flor - 1986,4R71uqbkERPSE4DtGeTnVV,Pedrinho Da Flor,0LjCjEYeVG5YkwEfPuid5e,194293,40UZVtoe4ANxDwdR36Lw4U,Você Me Abandonou,28,0.136,0.676,0.618,0.0,2,0.245,-8.316,1,0.0457,108.119,0.791
Sambista Perfeito,3HuBoelQqiwD47mpONUHQw,Arlindo Cruz,096an3uS6ZaK2XySae6SqP,226813,1HInYWLAypJkiyUbmaJE4E,Sambista Perfeito,34,0.656,0.679,0.498,0.0,2,0.0939,-9.047,1,0.189,95.981,0.849
A Voz Do Samba (Disco 03),5YhN39hwkvR7TLaFJihcsR,Jamelão,4PirWL5JYf8HerMVvmwuD0,189080,1LUL95mWeAqJExfFImkub9,Exaltação à Mangueira,29,0.384,0.63,0.508,0.0,5,0.121,-13.238,0,0.0587,113.122,0.918
Da Música,39xsVtekCnsMAsaPiXurfM,Arlindo Cruz & Sombrinha,01eLJvqYzaz2V1wMCu0wXE,264466,4gTgc97a6GDA8KpQB0eeGr,Pintou uma Lua Lá,26,0.112,0.569,0.627,0.0,2,0.102,-11.026,1,0.054,108.446,0.766
Jovelina Pérola Negra,2QWtUqNmlr3PVU9qPANbPf,Jovelina Perola Negra,7AicXtLi5qHsZLArE6V9EP,216933,2Co2GQ3XPmFEYpQJnOTNPX,Menina Você Bebeu,28,0.484,0.706,0.711,0.0,2,0.183,-5.989,1,0.107,114.628,0.938
Menino Do Rio,48katkMd5Hkb14rUEgo0YO,Mart'nália,4EUuQxMNowMUEs5gu4BzBX,153666,6Uhnj8W9qflWLavYUfHkPJ,Cabide,57,0.125,0.842,0.416,0.0,7,0.0927,-9.292,1,0.0972,133.938,0.542
América Brasil Ao Vivo (Live),41qwuDifJUPHTl57rEK83K,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,233346,76Ni49PIcJCfiuZuOxtn14,Tive Razão - Ao Vivo,32,0.813,0.547,0.74,0.0678,4,0.968,-8.504,0,0.0281,101.944,0.628
Gostoso Veneno,3GVTWsxdNM3yBnjS6r5wbO,Alcione,0hPar6ePAELiu9rYMdvMEo,195493,2gfSAH2Cim8mwv4VPsqvId,Gostoso Veneno,28,0.248,0.533,0.655,0.0,7,0.258,-6.698,1,0.0441,92.81,0.432
Cartola (1974),0z2cTD6XcPLajQbL5EMisU,Cartola,0RSWHhBUwW7lhCqXqxKxWN,119560,5KfWGOC0Ql9ATrCVw3w3ky,Festa Da Vinda,33,0.626,0.645,0.572,2.81e-06,9,0.153,-7.283,0,0.0494,98.122,0.968
Ao vivo,3InSZxw9rH0JDmiEy9zxnA,Jorge Aragão,2cAooeeHKk2UvzUgIxpS0y,289000,5ZAE7mG7SUcHAkorXb2poH,Feitio de paixão - Ao vivo,42,0.744,0.59,0.72,0.0,7,0.884,-10.114,0,0.0791,86.764,0.722
Roda de Samba do Fundo de Quintal no Cacique de Ramos (Ao Vivo),7t8nVY3TatDEUVFRMSkEA5,Grupo Fundo De Quintal,1WkZvxuA4zCcFF9GChK6Vr,146613,0QRctW6iyXZIVML10fCIsT,Caciqueando - Ao Vivo,39,0.302,0.478,0.86,0.0,2,0.518,-5.0,0,0.0653,145.89,0.735
Zeca Pagodinho - Uma Prova De Amor Ao Vivo (Ao Vivo / Deluxe),4rDMla3wFYoWfhcoUQ5XuC,Zeca Pagodinho,3qZ2n5keOAat1SoF6bHwmb,194678,3ADuEIn09NAZIBgpYY3IsE,Deixa A Vida Me Levar - Ao Vivo No Rio De Janeiro / 2009,36,0.626,0.59,0.784,0.0,7,0.947,-8.454,1,0.1,121.914,0.798
Alma Brasileira (Ao Vivo / Edição Especial),0ac4HFmEmZd4gAp1KqHCvO,Diogo Nogueira,57xRtfFlssbpntpRQOBodd,216839,4kSja8ZD2HX6eVG7EnvSv9,Pé Na Areia - Ao Vivo,1,0.632,0.613,0.787,0.0,2,0.467,-6.001,1,0.0415,158.051,0.611
Eu Volto pra Almoçar,2KdLE95xydEVaQTGB87dOo,Vou pro Sereno,6LWehyU6oi1UVgwp2PhVEZ,206239,6sajwCdSTrQSR47zc0UShL,Eu Volto pra Almoçar,0,0.734,0.466,0.643,0.0,5,0.328,-7.145,1,0.132,79.066,0.861
Seja Luz,1RlVq3nflQ5BIQPDYWEYY7,Uendel Pinheiro,25weUzxLCt8OwFTMSmif8X,240779,5icb8LDYIBwT3aXCBJLDGi,A Gente Se Perdeu,4,0.421,0.655,0.569,0.0,6,0.255,-7.251,1,0.0428,154.121,0.803
O Tempo Não Afetou,6ctW6wAsM0bGL35AiNZuFs,Gilsinho,0mWKuSSBLJUqlFGw1Fpvoj,188316,5O2i47dLTOk1cvf1QrYeiy,O Tempo Não Afetou,0,0.367,0.594,0.759,0.0,4,0.135,-5.935,0,0.0769,76.027,0.527
Nova Bis - Art Popular (Dois CDs),7x4av3MybHvK75iAWZmLb3,Art Popular,6YMWV5AeYoZymMMDonMfsA,252333,18WB180IfxIofjNLn1dKnL,Fricote,43,0.221,0.753,0.638,0.0,0,0.218,-8.283,1,0.0521,99.035,0.469
Mamonas Assassinas,5Bt5FYi2uicM6ryvNqKUzI,Mamonas Assassinas,5Q9RKJrjHdfpWVxzv45XTJ,166997,1A4WM88OM1UWszmxege3ye,Chopis Centis,53,0.000742,0.796,0.671,0.0,9,0.253,-11.2,1,0.0579,121.159,0.888
Sobrevivendo no Inferno,1UzrzuOmZfBgXyS3pgKD10,Racionais MC's,29CQLw9uLWsl8Qkz9holfr,461200,6hxdEJHw5qPaA4r0GFGkhj,Qual Mentira Vou Acreditar,50,0.0257,0.901,0.52,0.0,1,0.443,-10.203,1,0.312,89.993,0.806
Mamonas Assassinas,5Bt5FYi2uicM6ryvNqKUzI,Mamonas Assassinas,5Q9RKJrjHdfpWVxzv45XTJ,179240,1eDBpkZgY7p9OBVodcrX9n,Robocop Gay,55,0.0112,0.672,0.79,2.05e-06,0,0.334,-9.777,1,0.0376,143.98,0.921
Frejat Ao Vivo No Rock In Rio,6hSYXe2y8uYY62B3PCiq3T,Frejat,3WVjDclrbHsxjxhiOqHdnw,292186,3txHZTpGeVASXa5ARwoRX6,Puro Êxtase - Ao Vivo,51,0.179,0.571,0.924,4.07e-06,9,0.719,-4.727,1,0.197,121.056,0.5
20 Grandes Sucessos De Netinho,7AJGnHrS8iFkZi6tGhc5Cx,Netinho,3Qyjq5eQNKo5tHVmXyhvtB,217626,6JiN0yuH6BuysUNpLDuUup,Menina,0,0.821,0.748,0.304,2.33e-05,4,0.0997,-15.842,1,0.0314,110.785,0.574
"Eu e Memê, Memê e Eu",1XgCslXe5fq5vQNcZvyEWS,Lulu Santos,0A1oy7PC7fdzURgaLaWkL1,224866,0cOad1EbVLwi06mHIcqGip,O Descobridor dos Sete Mares,0,0.00196,0.784,0.794,0.0314,11,0.0329,-10.288,1,0.0391,136.748,0.969
Los Hermanos,5cZ2ehOhB8ZQ0yCHJZyhlh,Los Hermanos,7Brxri4l1ATShikyHXsEr6,212200,0aASUtDb1N96NJDwmWj5Gf,Anna Júlia,64,0.0445,0.427,0.817,1.67e-05,3,0.0801,-5.196,1,0.0385,148.234,0.458
Axé Bahia,6sF0PTuKIGzyZicEwqa3wN,É O Tchan,78oxdhJ0pr4Dkyk0paWUAf,204720,13YCc1ubSVaF18uQnZ8L9t,A Nova Loira Do Tchan,0,0.123,0.71,0.817,0.0,7,0.353,-6.675,1,0.237,100.254,0.725
Unicamente,5V7OkYJjGVbCaP4NuyCCl4,Deborah Blando,7AQkefPW3CHQftJomVInew,282666,18PJOklyiiKE3E66ql0CDV,Unicamente,46,0.352,0.679,0.765,0.000449,0,0.0804,-10.69,1,0.0422,93.963,0.762
Beleza Rara - O melhor De Banda Eva,1AJP79YExCdEImCEq63bY3,Banda Eva,1wqkMc837HWUwdC8sOZ7lZ,232493,2Uzqdznvgr16g8nHPCh8Os,Beleza Rara,0,0.24,0.703,0.659,0.0,1,0.0848,-8.402,1,0.0613,99.081,0.806
Todomundo,5rW9TKPGW3C1GYA7DN72Mn,Vinny,3VpzpzlB2VpT0AJgoRLuZM,238493,4HVYGbAg8IbWudHiasSNUb,Heloisa mexe a cadeira,42,0.103,0.734,0.875,0.145,1,0.1,-6.619,0,0.0545,122.251,0.698
Cidade Negra Direto (Ao Vivo),2rpT0Q9ZeOOhw5G6R9HVZv,Cidade Negra,4cx31cxKTg5L8blZE24qfZ,227413,4f6EiAhsn8j3BhmnRsoR1Q,A Sombra Da Maldade (Ao Vivo),52,0.0803,0.634,0.959,5.37e-06,0,0.978,-4.659,0,0.0832,112.083,0.749
Novo Millennium,6cirDNR7Yl9gXykoTBBvSH,Claudinho & Buchecha,4avp60HMZY8XgYe7VGi4SU,253293,1L4uLjzocQVrNUXA16l4tN,Conquista,0,0.208,0.795,0.791,0.0,5,0.0899,-5.439,0,0.0302,130.144,0.897
Vô Imbolá,7o1ZgPVwLhg7AmbYTgOmfn,Zeca Baleiro,7LunbFWIm3RPQpywjOSSd8,249706,1cAQhLQAW235Kyy1Lnz3ZR,Lenha,60,0.33,0.526,0.673,2.66e-05,0,0.0937,-7.889,1,0.0358,81.063,0.333
De Volta Ao Planeta,0j7IkGGOTpFMLIiLffhEkX,Jota Quest,5re6NsyXzHg6uvNimzQ3F6,318626,5rhijzoJmc7ZdnEgBS58Wh,Fácil,58,0.143,0.655,0.903,1.2e-05,7,0.0553,-3.938,1,0.0306,101.93,0.624
Da Lama Ao Caos,0W6hOSkA2g1BAXvwHUw7ds,Chico Science,7HnkRhoGqYLTasI52iJoE7,271800,5G3DIojPwYLhkgem62QmFU,Da Lama ao Caos,48,0.00173,0.639,0.915,0.000319,11,0.113,-8.368,1,0.0404,102.55,0.396
"Festa Techno, Vol. 2",1EbboXlVrVE4GziqE0iDBv,Furacão 2000,22nkIVS7afh6A7hdd9Lze0,151426,5jlqCHoV1FbQt8splF4Bpd,Tchutchuca Techno,38,0.0244,0.979,0.771,0.000896,1,0.0426,-2.763,1,0.0689,130.043,0.87
Eu Sou O Samba - Art Popular,5Y3ttIOmWYUGvnwaC2zDbS,Art Popular,6YMWV5AeYoZymMMDonMfsA,190666,7zQAFi67wrHaFY7TZhZUKY,Pimpolho,44,0.365,0.779,0.794,0.0,2,0.0808,-7.659,1,0.12,93.558,0.769
Para Quando o Arco Íris Encontrar o Pote de Ouro,1ekTkGq8lPde7WybgmGD1U,Nando Reis,7n1XMwvxPf10t4OX6h6Ufy,245960,2kMvM1l45ZjpOv73qPefxA,Relicário,50,0.444,0.46,0.515,0.0,2,0.209,-9.473,1,0.0276,83.809,0.395
"Festa Techno, Vol. 2",1EbboXlVrVE4GziqE0iDBv,Furacão 2000,22nkIVS7afh6A7hdd9Lze0,147760,7b5wOwbYb2916cJeGy68HF,Cerol na Mão Techno,42,0.0172,0.964,0.96,1.37e-06,6,0.0564,-3.066,1,0.168,129.992,0.828
As Grandes Décadas Da Música Popular Brasileira,7AwnGQ08DcVfxpClI5SuWY,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,172200,7xSdO5ad8X1p2CpZ8RSjMu,Paratodos,43,0.545,0.342,0.478,0.0,2,0.0455,-10.323,1,0.0509,64.148,0.413
Teletema Nacional Volume 2,1zcwfghZ4xAVzb79kn3Y5D,Leoni,30zCgFx32RHel1qUOr7xuL,236786,1GTD7Lcuw9CZxmfnXTApAW,Garotos II - O Outro Lado,50,0.747,0.809,0.338,4.52e-05,2,0.11,-13.846,1,0.0291,107.99,0.77
Calango,5pp3Fjp4h728libl8vxoFn,Skank,4C4kpaAdp6aKSkguw40SsU,250266,4vylvWmzkARLasyWiAMo2I,Jackie Tequila,56,0.021,0.823,0.476,4.19e-06,0,0.06,-11.519,1,0.213,148.29,0.956
O Papa É Pop,2kiDkXNxuQME25DEUWiNkw,Engenheiros Do Hawaii,0GNq4xh8uFCyihPurnunf7,265040,5HDlh6UhT3AMQs935wE1qr,"Era um Garoto, Que Como Eu, Amava os Beatles e os Rolling Stones",62,0.0409,0.568,0.7,7.11e-06,6,0.0838,-5.42,1,0.0258,131.885,0.571
V.I.B.E.,0dUTLlo7mTukUVVUry5wkJ,Ls Jack,7xuzwG9aC7R0ftU6OSs6pX,248520,79f21uRzn79zWCxrsF17hj,Carla,59,0.00202,0.579,0.88,0.0,2,0.329,-5.212,1,0.0285,135.01,0.848
Coisa de Acender,6RnT2W5jK3g7ETuQHv1U5F,Djavan,5rrmaoBXZ7Jcs4Qb77j0YA,291533,0PgsB53yhlKs8D19LgYU4i,Se...,70,0.609,0.575,0.392,7.45e-05,9,0.0624,-10.383,1,0.035,179.789,0.498
Usuário,6IprXLAWCQtujK6LHFt9bn,Planet Hemp,3nasa4yabzvUeb6DzejDYU,175042,5E3dZEDUQ0Ja5SNTj268oD,Legalize Já - Versão 2017,49,0.0308,0.58,0.739,0.0,4,0.162,-7.586,0,0.091,109.575,0.696
E-Collection,5m5d8lIciFeYc7xH7olNrp,Raimundos,3CfJckVRuukdJSvK3r89yJ,251400,3gySf7gOiJDaKYG9lhtlaK,Eu quero ver o oco,44,0.00231,0.669,0.96,0.0,7,0.104,-6.432,1,0.0606,121.273,0.58
Bis - ExaltaSamba,5ih34VfByBaEA24x9Xel8l,Exaltasamba,6VPRGmbZ0dupZrbwwEDRRw,218506,3CfClE1zCiJMmCobHnmEgG,Telegrama,46,0.389,0.536,0.579,2.6e-06,11,0.244,-10.079,1,0.0356,75.618,0.652
Lado B Lado A,3I1bOo70cU0y7PprxCGgAs,O Rappa,1A5QJAC1vdhbhPE25Q0x0f,303773,0lPWEt7kSY37pSUIH68ME0,Minha Alma [A Paz Que Eu Não Quero],64,0.363,0.664,0.725,1.39e-06,9,0.272,-6.179,0,0.0897,96.348,0.659
Valeu Exalta!,6VOMUqy6aAwy0L2ISPGrIJ,Exaltasamba,6VPRGmbZ0dupZrbwwEDRRw,210000,6vTZ030mXoyiidKWw0Rwyt,Me Apaixonei Pela Pessoa Errada,52,0.601,0.56,0.599,0.0,11,0.353,-9.342,0,0.0591,140.873,0.683
So No Forevis,2KPL3UpVUBQxgVOCX91xEE,Raimundos,3CfJckVRuukdJSvK3r89yJ,196666,76yjNTMsef12pt2OPmRW0U,Me lambe,58,0.00149,0.704,0.903,0.0426,0,0.0497,-4.885,1,0.195,91.22,0.592
Novo Millennium,2PEn9XdR7UtrtNEXu9AtG4,Claudinho & Buchecha,4avp60HMZY8XgYe7VGi4SU,304760,2utewTyarSbTNi8T6TB7sr,Nosso Sonho,56,0.0219,0.806,0.695,0.0,9,0.103,-6.975,1,0.0396,128.157,0.808
Calendário,4E4X2KnduY00ggDzTmzG3C,Lulu Santos,0A1oy7PC7fdzURgaLaWkL1,191733,3WmCMZY4vqZczBpNx5XQoe,Sábado à Noite,44,0.0458,0.698,0.541,0.0154,2,0.114,-8.098,1,0.303,80.037,0.363
Usuário,6IprXLAWCQtujK6LHFt9bn,Planet Hemp,3nasa4yabzvUeb6DzejDYU,196200,5scK80Nrz12oGUnQGcPgg1,Mantenha o Respeito,56,0.0439,0.589,0.661,5.22e-06,6,0.0968,-8.955,0,0.21,108.035,0.382
Usuário,6IprXLAWCQtujK6LHFt9bn,Planet Hemp,3nasa4yabzvUeb6DzejDYU,113226,6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),48,0.0298,0.769,0.824,3.38e-05,7,0.0209,-7.682,1,0.0805,113.944,0.829
Barão Pra Sempre,4iBQN73xgA56iyWf7DfZmK,Barão Vermelho,5zq0SGWxrmzpTSXkBEQzMj,231107,0D3s0ShhcmT98e4aiqlXdX,Puro Êxtase,49,0.00216,0.473,0.708,0.000793,9,0.114,-5.342,1,0.0502,119.607,0.517
Lilás,1FbOGgnq17jjkK5CqdgzqX,Djavan,5rrmaoBXZ7Jcs4Qb77j0YA,283133,0V0DEGw7N5KlubvARp4VOm,Lilás,53,0.0878,0.739,0.725,0.0,0,0.209,-8.196,1,0.029,128.305,0.755
Hot 20 - João Penca e Seus Miquinhos Amestrados,0C304PONzIjVaPp4E9U78L,João Penca E Seus Miquinhos Amestrados,3ISUva36663YvbTZVduBan,232733,1ONnn6GrKQoGuHUYQ3eTyv,Lágrimas de Crocodilo,42,0.303,0.659,0.934,0.0017,6,0.0529,-5.97,0,0.0449,135.341,0.844
Dr. Silvana & Cia,6kM9tsyXNygsvtuhIpkAa8,Dr. Silvana & Cia.,7hj6TfWecHlMmeUPwiAazv,190200,1wsvV5mFKyI3doDKFPmaGh,Taca a Mãe pra Ver Se Quica,31,0.392,0.54,0.939,0.0,9,0.834,-10.8,1,0.06,98.028,0.538
RPM (Box),73AeLhEC1lA2jn9NmwTB50,RPM,7lfmakKFOeQWdUrbmVK6EQ,210933,7gOYdulCQX8IAmngILCRAi,Rádio Pirata,0,0.457,0.566,0.783,0.00137,11,0.371,-7.861,1,0.0368,75.812,0.964
Novo Millennium,03WIJNYqKoYv6eRhYGMaKJ,Cazuza,1PwOU6fFbmaGkK3wkbb8fU,286266,2EBSkKiXh92JgovNJMYrT9,O Tempo Não Pára - Ao Vivo,49,0.00787,0.395,0.778,0.0,2,0.662,-9.806,1,0.0483,76.632,0.366
Uah-Bap-Lu-Bap-Lah-Bein-Bum,2bu9Le96isfDbrNrGKhYKC,Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,216426,2kVm4qAAXR7qUfHdiKg0qI,Cowboy Fora Da Lei,55,0.0565,0.429,0.739,0.0,7,0.268,-7.816,1,0.0678,172.512,0.833
A Revolta Dos Dandis,3EYoZQUIKrDPd1teAZbSsC,Engenheiros Do Hawaii,0GNq4xh8uFCyihPurnunf7,372093,266WEiJhZI1dNUcOqr7Yzi,Infinita Highway,56,0.354,0.654,0.798,8.86e-05,9,0.136,-9.13,1,0.0332,138.43,0.812
Rock Estrela - Edição Comentada,6wz2xCbcRn6Bth2Z1FvjvB,Leo Jaime,2TjzEhCBd9s3YPWKPwKZYo,285626,7q0kFgufJcYdoeG0nvW3sk,Rock Estrela,35,0.0323,0.558,0.627,0.0515,6,0.124,-9.071,0,0.0426,135.703,0.927
