name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Glazey,6Bel6UgivEHsnt3Lv670CI,37,247866,Glazey,2ylZSUla8GQ7BU4mVNrhK7,Sincerely,1CuKAq5KpU3pMkRQ5Lxe7G,0.0463,0.436,0,0.291,5,0.513,-3.444,1.63e-05,0.909,0.946,92.549
Fever,2mFqnOIHP1dUwbeFfObR2D,33,200041,Fever,7hGMNKIabfv2U5iubF9SWy,Seven Fly,38WEGAhW8sAR1vIK0B3YVA,0.161,0.63,1,0.324,11,0.519,-1.655,0.00487,0.00386,0.938,104.886
Already Dead,3U82XhG0rgLIvYzsnLFfSE,32,171926,Stranded,00bFnlAOtvJKC8Rg1hFtif,Long Story Short,3ark0wdAqDzLYraVeiJNfG,0.0737,0.631,0,0.0475,6,0.413,-3.289,5.96e-05,0.00199,0.864,170.075
Growing Apart,1TTGOxta4QW2ooImxMxOwk,33,165773,Growing Apart,6y4uhI3TZOX6DIcMuHBCa4,Near Mint,3eeydjtFbVHdomSIgOrOFW,0.0752,0.345,1,0.479,7,0.477,-3.205,3.53e-05,0.0,0.962,120.049
Replace Me,2bBO8oYoQth3Uqcdsi6y3Y,31,206500,Replace Me,1c9DbryCixKQPlCDH5FnIY,Reside,2TJvqWePrnkU9Np6TlOMA4,0.052,0.313,1,0.124,1,0.39,-3.047,0.0213,0.0012,0.87,158.985
Agnosia,4oE6TRMP7Y90yjfqaShr0c,30,195752,Everyone I've Ever Loved,63MrzBOuleFyDqrc6kQzkR,Valleyheart,39cSG80bKnk96yuvGv5KlT,0.0411,0.539,0,0.119,8,0.486,-5.86,0.00143,0.00319,0.806,158.172
Talk,5bK67SAUUMQwGr7AkwjQIE,31,243761,Talk,2yuxrriLkiHYVe4KhfRQci,Glacier Veins,1ABJDb5VkWotQpFDOZeene,0.0456,0.181,1,0.101,3,0.389,-9.445,0.000344,0.152,0.822,128.35
Golden,0QgbViOKfzE78gzlgkTFFG,40,201666,Golden,3aQYMmzDpoQXiA4Z1xpPm3,Young Lions,28iYDzCwttWssjiCAOnfUq,0.0526,0.472,1,0.294,0,0.519,-3.756,0.00102,0.0,0.924,144.171
FERRYMAN,0uftWdzmOUb02dj91bJYzH,33,284863,FERRYMAN,7cCz4bN8z1ZHFc2XIJxFhD,City of Souls,6DStZfBhFNFfMKsWcyYTEt,0.0732,0.12,0,0.191,6,0.454,-4.139,2.18e-05,0.00015,0.944,109.998
Riot,3HLPNkXvXORSq8YLt0BfeO,41,183771,Riot,7F9c0tSnvnnQoCCxyUaVCT,Dragged Under,3D1uNqaasEWzallSxKo1cH,0.259,0.319,1,0.148,9,0.464,-2.73,4.06e-05,0.0,0.973,161.975
All I Am Is Alone,5IdYMtMN6XCRwxGG9y6yus,27,213976,Living in Hallways,2OQx6VrTUcAvA1RrboXy1v,No Home,1B0UGkzDtoahtUCuCfath6,0.178,0.171,0,0.186,5,0.168,-3.43,0.000352,1.38e-06,0.982,95.037
All The Way (Stay),5l0pUBYQ5CpPZWMtRvX26K,55,245746,Surviving,1oXiDeNuXr0A4DFQEr3fhI,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,0.0563,0.735,1,0.143,7,0.576,-2.491,0.00085,0.0,0.931,133.987
Love Never,2lfp6K5WOQ44IhxD2Wkhr2,53,174346,Surviving,1oXiDeNuXr0A4DFQEr3fhI,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,0.0748,0.71,1,0.199,4,0.529,-2.991,0.000156,0.000525,0.925,134.013
Sugar,3AhnOkBLiF57d4BfCNDy1s,45,292000,Sugar,75JRRllPQ7Ki65zhbEfKnE,Sleep Token,2n2RSaZqBuUUukhbLlpnE6,0.0315,0.093,0,0.158,11,0.598,-8.082,0.132,0.000584,0.684,122.0
Sunshower,6B5eXTFEhBXn8Dzigk0xih,31,203760,All Out (The Singles),27lOeZ0KOk22hKxvF8d54F,Locket,6h0cRpTv4GFq0zYbCbsDXy,0.0564,0.409,0,0.175,8,0.457,-5.106,7.22e-06,0.000197,0.944,143.02
Blossom,7x2sCyys9xHbSuXoWLWI2h,33,246179,Blossom,5IOYXIPjy5sRqcKB5xO37u,A Night Like This,6OoyjHuONdZTBUkpmD9h1H,0.0581,0.168,0,0.109,8,0.359,-4.172,0.000323,0.000174,0.879,172.043
Twenty Letters,28Flt2BiDoH9c4bUZwxsDr,47,228292,Primrose Path,6HpwFzL9Ogqu9MEgtEZpry,Dream State,3PPxT6AXgPvvajfvP1LQtw,0.0333,0.258,0,0.189,5,0.491,-6.716,0.00421,0.0002,0.758,83.998
Your Number's Up,0ITXxLwARkuwWOIinzOMCz,61,179202,Your Number's Up,5gocCfoJ9WZuluINfOKdN3,Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,0.192,0.566,0,0.269,1,0.405,-4.673,0.000528,0.0,0.961,157.825
Hallelujah,7HabTkVpZ72XiLRFXpOy7p,58,267765,Hallelujah,0brOSOaHKK5BBxsddl4VLV,Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,0.0273,0.16,0,0.108,11,0.622,-9.633,0.911,2.25e-06,0.21,98.496
Ways,4xh0904BthOnP35XtLyZTH,57,170454,Screamer,7ifGGvsPRtSK6SabsgF56Y,Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,0.14,0.753,0,0.203,8,0.626,-6.352,0.242,2.85e-06,0.734,167.072
Hang on to Yourself,5ILkHJjfIKqrQ8yZgJsBvY,60,156623,Hang on to Yourself,1Z1FqOLergV9pEBpBcfy7S,Palaye Royale,0hAd6zwEgt9ILuMDY1prcI,0.0512,0.576,1,0.361,10,0.516,-3.613,0.000147,3.51e-05,0.84,109.952
Times Like These - Acoustic Version,1pXgBjIvALm97lDhroan2E,62,238586,00020225,69GTpu2TQvWQNOjhIVyzRL,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,0.0272,0.278,0,0.0977,4,0.588,-4.849,0.128,0.0,0.559,123.845
The Hype - Berlin,51syEzCH9UBoYeUOzvoXZi,70,250782,The Hype (Berlin),29GQfbZF68zQAbyzKX8kq3,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,0.0564,0.452,1,0.208,0,0.717,-8.742,0.218,1.91e-05,0.691,92.011
555,2TJkd845G0ocbd0m5jLroC,62,221186,Surviving,1oXiDeNuXr0A4DFQEr3fhI,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,0.0301,0.189,1,0.0836,6,0.442,-7.574,0.00532,0.0,0.512,104.705
Forget Me,0WBF03nAjiyKKIQthYWUtU,36,203999,Forget Me,0vsN3A1IbXhgO1SQDDhRM7,Belle Haven,0JjhdljC5dBfEV7mGJGeLh,0.0944,0.346,0,0.37,5,0.433,-2.089,9.97e-05,0.0,0.99,94.999
Try,0wz2nG0badUa4Ql16BSzRV,44,239027,Don't Let Go,0kX6lqU8VYc87b4rVWrjgo,Dear Seattle,5gWPNlps947GENk32pRV3S,0.0365,0.625,1,0.342,2,0.544,-3.808,0.000345,0.0267,0.896,118.965
Know My Name,0FP6kv4TFqinqSupPkfYmL,39,238526,Waiting for Morning to Come (Deluxe),2CgEnOonxYscZbtXErlOeJ,Being As An Ocean,7ML9AQvVVE3c5m0sx1PlmP,0.0675,0.462,0,0.0954,5,0.406,-3.317,0.00214,0.0,0.955,168.062
Existential,0NqZgFwSzIvEuN3Ex6eI0L,30,270396,Existential,6iHJy0VunvjE2qxYC8rji5,Andy Cizek,0C5fT1ymHhTRTrSVhDYUta,0.0386,0.353,1,0.0777,2,0.342,-3.453,0.13,3.71e-06,0.869,161.945
Ashley,19IVJFyuap6eTACptaTQCW,31,82050,Lost Touch,3FU3OYWetRWVgjvnlHdhec,We Were Sharks,5VJPxda81cx3ZGltjWM36I,0.24,0.359,1,0.325,2,0.323,-2.353,0.00036,1.62e-05,0.986,199.831
Branches,6FbwlwCzQzKNDJPoGZk3v3,33,222732,Hollows,3TV17TIaKnLGIOhptp59Wy,City Mouth,6hX5kWvqJcvyikoeNo3Amj,0.116,0.507,1,0.0695,10,0.319,-2.864,0.0198,0.0,0.872,196.21
Again & Again,1aK0ZLyxl2RyU83DqhVwag,31,233346,Again & Again,6vbOTqoa4HpiN84QFptKhO,Fire Fences,4g8tkj4ffRf8bPObnAuZTl,0.0781,0.622,1,0.205,8,0.534,-3.799,0.000214,0.00275,0.952,75.035
Movie Life Fantasy,4izlXhP0PTnnYX3WU8H6sj,33,262092,When,3bcNaNT5sdwra6tyObdndq,Nik Mystery,3w0SA4wf8oKjiQNH10n0eN,0.0527,0.583,1,0.0713,1,0.506,-4.009,0.0522,0.0,0.934,90.014
Barbados,14WnbwRPQrKoOJUzBujjq7,14,214447,Barbados,13PkyZVYXQDyGWV2DiHpZc,Lizzy Farrall,6ifpb96yDqUFuSIpM62FTa,0.0334,0.319,1,0.0849,6,0.643,-3.701,0.00214,0.0152,0.703,77.0
Angry Bong Rips,56wq7WvdJL5ETRzTexhJ2M,32,152376,In the Parlance of Our Times,2H4XbkSJEpDCAPi3DXWCKx,Russian Girlfriends,1eKTNaiDeDiuLSXlUYx5nb,0.157,0.373,0,0.406,3,0.479,-4.884,5.59e-05,8.51e-05,0.96,110.071
ihateit,7nO5NDUgXwqUap0C0WfkDB,35,207726,Erase Me (Deluxe Edition),05RlXB34BEN64HFnYJWXgX,Underoath,3GzWhE2xadJiW8MqRKIVSK,0.0286,0.251,0,0.101,2,0.534,-4.805,0.000448,0.195,0.838,92.498
Cigarettes,7uTC47brPw4qU9ldREBcoi,39,258713,Love Hurts,1pblY63uqAaxI8plXUlba6,Happy Hour,6vNQcK5GY7IHShnGWsS3iD,0.303,0.323,0,0.396,4,0.466,-4.015,0.00123,0.0,0.956,90.125
Bury Me,5c2Zb4lgW9t8EetaWhqqDb,36,223001,Bury Me,68oAqXT9Fh9ZNxZuDS2Wbj,The Hunting Project,1JOgPOmZrMUkpyAGAENWmg,0.0835,0.481,1,0.143,6,0.442,-3.356,0.000102,0.000197,0.944,89.969
Here's To Us,5FPqsuveLITGgSFzJft2wn,42,206752,Crucial Moments,24FBovhobBvvqA0Htyqes4,The Bouncing Souls,3mvTAjG7rcyk7DQzLwauzV,0.0402,0.733,1,0.146,3,0.368,-2.551,0.00292,0.00113,0.95,141.124
Pay No Mind,6Iwpqi282tksuGU8yvTbAc,33,151486,Pay No Mind,3jc88B2e2pntn1zEWDG8cB,Letdown,65Fz4UMimsdL2ktdDOLpej,0.0964,0.565,1,0.146,0,0.574,-5.365,0.00565,0.0,0.951,118.015
Better Days,6mv68jEtx8KQ4wp6EMou4O,33,232812,Better Days,1VWTYYxtrvZUmd9s2RD5tg,Carry the Day,2dMp5qOHhnkw7l6zDIjyXg,0.0636,0.345,1,0.0973,1,0.445,-6.949,1.4e-05,0.0163,0.842,96.005
Higher,3P9ne5E1dnYbirKsNuPfdC,22,238200,Higher,6VU2bonsxVtDwVGenDjAJx,Derange,2KHygFQ16vef3xBPtiKhQ5,0.137,0.12,1,0.898,10,0.481,-3.274,0.012,5.17e-06,0.985,99.996
Hollow,2DLUORODwU4sCGaK2RGZMw,35,171000,Hollow,4Cemptdw0CfLlj5AzX6Ci2,Timmy Nawman,6qrbfvMdMvLT3TbTG2WemU,0.0501,0.714,1,0.381,2,0.471,-3.35,0.0176,0.0,0.908,160.005
Serenity,5uhtiydUsvDIi5SwIoRWUD,40,283636,Serenity,2aEXFx1wdSMoWkDrBbnTcU,The Uncharted,47VJ1MmvSfdtd9mQhScqTZ,0.126,0.243,0,0.102,10,0.104,-4.482,0.00017,4.25e-06,0.955,78.635
Shepherd,7fJ1Tj0t4lNHlRTLgYNrV8,34,251484,Shepherd,1grEYTVl3uCyKSqV8QCoVt,Fit For An Autopsy,0qJpY7K8p7g6sacvaGNt6i,0.144,0.0976,0,0.106,9,0.361,-4.688,1.45e-05,0.0,0.98,122.023
Never Sleep,3R35P9MwjfrBMES1fxJm2w,46,285625,Never Sleep,7b0v1fuEeHOicEkF2Wy6Ti,Saviour,6xVW2xsoMQbvcUTwqYxf0y,0.0731,0.271,0,0.241,0,0.501,-4.969,0.0294,1.15e-06,0.948,135.069
Defying Symmetry,7bE03PFpqjoLTuiRUP2gj9,38,237971,Duality,4rOKmsRU1lUUm5UBhMjs1T,Fifth Dawn,3LpiSWTWydGuQb2kyLfEpW,0.0403,0.385,0,0.3,7,0.453,-4.523,0.000564,0.000113,0.931,89.984
Dormant,6yNp3z9TLRRJyNLjJ7Q94r,36,249428,Dormant,40raC1Bs6rWuZdqTmckr6W,GRIEF,7xB7gGAHzeauNfWgYIJkiH,0.0539,0.0439,0,0.131,5,0.341,-4.939,0.000967,0.0,0.812,149.869
The Innocence Of,2Syi9O04ko6hd5wvkZg4T9,40,248849,The Innocence Of,1HtA9MPHswFhmIVhfuXkMT,Royal Coda,6xG7V5GWf6QWQu1EFL3WJ8,0.0556,0.377,1,0.215,2,0.385,-5.349,0.0139,4.58e-05,0.893,154.743
Twenty Letters,3id0RtKsbDcQU8IHftmzsw,46,228292,Twenty Letters,2D8dP94c32L3JwvnL2CnCm,Dream State,3PPxT6AXgPvvajfvP1LQtw,0.0333,0.258,0,0.189,5,0.491,-6.716,0.00421,0.0002,0.758,83.998
Still Winds,6ijT7yE0fJSuFOEaBJE04o,17,270000,Harrow,0z3LZuG2clZVjkv8W2Ftz2,LASTELLE,2BB6OyMcGIRSwJQfsmpjKJ,0.0541,0.0594,0,0.0887,5,0.391,-7.489,0.00512,0.261,0.769,135.038
The Tide 2.0,4hZuNYptuXvkvK1LPeeBsf,33,344813,The Tide 2.0,30HO8lNFZpNlFH7L6jkZwI,The Spill Canvas,4W8SeWrRZUburGZyp5JwYj,0.0576,0.514,0,0.211,3,0.359,-5.464,0.128,0.000139,0.745,159.806
Alive,38OYsRVNgQX0J9KE1AwESQ,35,195500,Alive,6w3bbH8fq5Tj1M2VIhJvug,Led by Lanterns,5kp3UOrrlc3GP5b5bymA07,0.0457,0.436,0,0.105,2,0.578,-4.983,0.0064,1.77e-05,0.943,110.035
Bedroom,0x6tLZhBeDWvq4yvjqFkQ3,34,220695,Bedroom,4tguw4uWATot80vWXeOPMj,Closure,641seLgR0Ux2o16l0LrBkP,0.0873,0.346,0,0.152,1,0.577,-5.681,0.0017,8.6e-05,0.949,114.961
Another Life,2nZhWuVO1TtzFmZ6995y0V,41,254029,Erase Me (Deluxe Edition),05RlXB34BEN64HFnYJWXgX,Underoath,3GzWhE2xadJiW8MqRKIVSK,0.0382,0.295,0,0.0791,7,0.456,-5.263,0.000853,0.000387,0.776,160.09
Anthem,7ehYYBAEFC8jTVj0XSes3z,29,199654,Anthem,2vhhizm3kDIxsAxCIxtbqf,Hit The Lights,5fyHpJg1xW8OZqPyzmQv2C,0.0511,0.606,1,0.438,11,0.464,-3.482,0.000844,2.69e-05,0.966,99.996
About Damn Time,52R6GgWMmoE2SRGBCJoArt,37,216982,The Eco-Terrorist In Me,5JyNO2btyVHuww4LnWvYck,Rise Against,6Wr3hh341P84m3EI8qdn9O,0.134,0.428,0,0.112,8,0.196,-3.793,0.000225,0.000201,0.99,156.757
Double Cross,5jmZp8kderc6netuczQfE9,23,205373,"If There Is Light, It Will Find You",4PvR8ASkwR7xeVMt7KZ5Kf,Senses Fail,591yCCsZCLXvaJ0Rg38vLZ,0.0604,0.469,1,0.064,2,0.379,-3.546,1.82e-05,0.0,0.935,179.902
If Your Looking for Your Knife...I Think My Back Found It,7ARNueFmeVUHPPfntbDdwk,35,200018,Brain Invaders (Deluxe Edition),5JxQ55Wvq2kCWtOQ0gSr9h,zebrahead,6SiyKSeJo6gcsS2NvuAbsl,0.1,0.612,0,0.261,10,0.555,-3.122,0.000197,0.00044,0.961,107.979
Spooky Action at a Distance,7167wGAclLMFxu6sWz0JYB,33,244640,Creep,5o8MFWzN8QbIbvI42HLMKi,Fenix TX,074c96SFGJ7WfW7ykczDHr,0.0713,0.282,1,0.22,8,0.386,-4.145,3.87e-05,0.0,0.977,166.957
Overload,3OmLO5RAlilg8ZYTQWhmnR,43,209859,Chasing Shadows,2pz206UJgZULhuOtkBUb8g,Angels & Airwaves,7xklw3WodFZiNNmQt3DIgp,0.114,0.515,1,0.121,2,0.412,-4.388,0.000531,3.17e-06,0.88,175.031
Sea Change,7vNlyHGvF1UPwIGjQBoVFG,49,285067,Sea Change,3Bh6r5lBD4qE5iuj40NOy0,Thrice,3NChzMpu9exTlNPiqUQ2DE,0.031,0.272,0,0.126,0,0.681,-7.916,0.0567,0.337,0.496,134.953
Interrobang,2FqxccUyKdBblPFDs08CC0,50,264106,Interrobang,1GYrUGqVBmMSA5W1WiAqLX,Bayside,51J0q8S7W3kIEYHQi3EPqk,0.08,0.353,0,0.164,2,0.519,-5.78,0.000266,0.000925,0.912,132.021
Into This World,5EMBOBLCnsOUQ30sMKtUul,51,213992,Into This World,3Vze89ZAwiu1uJMazWL3VY,Raised Fist,7ik758oYwkKmQtbZtAdOOm,0.0406,0.158,0,0.0811,5,0.631,-2.825,0.00342,0.0,0.976,114.996
This Feels Like Letting Go,6PvSiNvJDSluLaz8tYDQFX,32,210681,This Feels Like Letting Go,4wFUdbrOi9b40h5vXSziBr,The Burden,3iA9K8jcCoMr1k6h18VjCZ,0.106,0.218,1,0.142,11,0.25,-3.158,0.000791,5.66e-06,0.965,176.079
Midnight,62wovTJw9wu36NwAeLxPgZ,25,190293,Midnight,5XXkxeWTiyCkc1Sh3y2qYu,Ariel View,5QTl1bi6mahylzuSmXN762,0.0449,0.651,1,0.0861,0,0.508,-4.936,0.000479,0.0228,0.927,90.013
Indian Summer,79GXOa1Sl7VMi3GWNCrX0G,32,267124,Graffiti on the Train (Deluxe),5iqXbD8OaXOfiQEYyt99rE,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,0.0278,0.841,1,0.407,0,0.664,-4.903,0.396,0.0,0.688,105.561
You & Me,1q36xBMreLfgbJwyWKJDvo,41,181524,100 (Deluxe),7ultGKO0ExMznWmwwO9r5H,The Hunna,7jZycSvTyx0W9poD4PjEIG,0.0783,0.563,1,0.128,4,0.398,-3.217,0.000749,0.0,0.893,146.005
Señorita,0O1V5qPt25GTnB4TFjDXc4,50,159949,"Cover Sessions, Vol. 5",7qX6r63ibLkaXn6sNeK8jo,Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,0.033,0.738,1,0.196,0,0.793,-5.719,0.706,0.0,0.449,116.968
918,0aWUDVhFFm1BuhddjpFStZ,21,186544,918,7uMvhC5t183csKjTl2Pj7w,What We Do In Secret,6SEHsE7vYdy3Se4lzXri6k,0.107,0.141,0,0.118,0,0.521,-4.873,0.00188,0.0628,0.967,107.526
The River,1HGUtknQH6nosmSpcHK0OC,36,287467,The River,2RanZiLZH8BuChsPDXYuoj,Exploring Birdsong,7HPwQcRoOq1Mlqw5WBtNQc,0.0464,0.386,1,0.113,6,0.4,-8.494,0.0152,8.31e-06,0.797,159.917
Celebration (feat. Ky-Mani Marley),08j5bEz5uMlE9zCFvLyaDr,66,231933,Celebration (feat. Ky-Mani Marley),6FoYHPXjjZKXolsGXwC51E,Maffio,5RzT7CM6Ot0sh0EHefMicV,0.0381,0.838,1,0.153,4,0.724,-5.5,0.108,0.000599,0.81,94.003
Light In My Dark,1JpuiuXeox8WBaE2pvWv1y,48,196541,Light In My Dark,6Bcrln1TfRIlDV366OUtHr,Ocean Sleeper,04LbaB3D3XOMbfPnWmObAi,0.0768,0.457,0,0.4,2,0.447,-3.205,0.000521,0.0,0.982,159.922
Hopeless Romantic,7awTYmAO1nspGvYI4XeajG,45,172161,Hopeless Romantic,0GSiuJSsxeeViE0ogga2e7,Nightcore,77t00lrU1uk65snqAdoPnt,0.0469,0.309,0,0.0592,4,0.533,-8.448,0.0896,0.906,0.765,160.02
My Favorite Hurt,1zfEN4f6hyDEHiAtDTUYfY,37,243333,I AM,04JPmfRGDfbXbfbyQ7pZj2,Toothgrinder,03YfzFNcD7l9uskxK7WaPP,0.0417,0.228,1,0.0844,6,0.471,-3.346,0.000964,2.6e-05,0.934,147.99
Clever - The Blackbird Session,1RCIbY0TTF3e7eJq2ZOQns,41,314187,The Blackbird Session,6b9VhdhicamJJaH1eCiLfe,Beartooth,6vwjIs0tbIiseJMR3pqwiL,0.0339,0.173,1,0.335,4,0.275,-8.654,0.0846,0.0,0.468,122.115
Loved Forever,0Aj2dog1zwZPX3lKDh8nOf,41,231000,Loved Forever,0hIy9vdUy6Ii8NgcPw8Jta,Scary Kids Scaring Kids,3cdos5vq3wSUR8mEvMiqq9,0.16,0.192,0,0.267,8,0.41,-3.621,0.0178,0.0,0.973,80.061
Opposite Ends,5RnlLvUPkVwDDsfYIJrg5l,31,159018,Meant Well,23eiCfVinfN5bGOLmLgjZI,Parting Ways,63QirPBrFxjY1ZBzWlWBAP,0.182,0.216,0,0.372,4,0.208,-2.316,2.7e-06,0.00145,0.994,113.156
Chemical,4mGHzFvAiRCSOPIpjLvf80,56,230141,The Act,7FPpD5hu0bVFjb35ERF1Rv,The Devil Wears Prada,0NbQe5CNgh4YApOCDuHSjb,0.0331,0.209,0,0.085,5,0.527,-7.344,0.0022,0.0172,0.789,75.019
Saviour - Edit,3rW3AcbckHaioP4S3CvKLq,42,181013,Saviour (Edit),2o1sltvHAqo8Zqr6IsDPlT,Deaf Havana,0exhrQcReCdr11oPbOh22M,0.0697,0.685,1,0.131,1,0.406,-1.31,0.0166,0.0,0.955,88.954
Die Happy - The Wombats Remix,5UEfUX3nip5okxsZ5YXVfL,56,204029,Die Happy (The Wombats Remix),2vN8pdFao07Ym6ed6QlQ0Y,DREAMERS,1FgsVeOhRYuSw2ghkIXV0A,0.0246,0.773,0,0.313,9,0.581,-6.891,0.0393,0.000327,0.707,101.996
Falling In Love,1eoC1H5GBM9IikwdHxsdhJ,67,245840,Falling In Love,4rcgLAYSMhKWeUSuJaEO9u,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,0.029,0.347,1,0.125,7,0.364,-11.645,0.729,0.0273,0.261,140.712
The One,17vJFIoTkN4MUYrLq90OyL,56,164800,01020225,3pJAJC1AMqlobRSO1PYNFy,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,0.0725,0.514,1,0.079,7,0.511,-4.155,0.001,1.44e-05,0.95,162.072
Anchor - Reimagined,68WcyDZ3Hdvlt9UusPiv7E,58,256029,Anchor (Reimagined),5y9TyV9Q7jgJQP3FMR2e0T,Skillet,49bzE5vRBRIota4qeHtQM8,0.0283,0.268,1,0.0452,8,0.265,-8.996,0.442,0.0,0.43,106.645
"Fire, Ready, Aim",3I8Ri6tLa4QA11MMdZywtM,69,112939,Father of All...,1xIgeQeVlMe5fcAVpRjkaP,Green Day,7oPftvlwr6VrsViSDV7fJY,0.045,0.917,1,0.392,11,0.448,-3.839,3.22e-05,0.0,0.925,156.053
Where I Belong (feat. We The Kings),6XbmIuDxm4gWpVYoGg5DQX,64,190026,Where I Belong (feat. We The Kings),4m7sJnkRPKWdyNa87dxCER,Simple Plan,2p4FqHnazRucYQHyDCdBrJ,0.096,0.597,1,0.0763,8,0.477,-2.459,0.000295,0.0,0.964,92.065
Lágrimas na Chuva,0JdKrMBbZvwsI8zkVqNq3P,29,258227,Lágrimas na Chuva,24uuMBBMoMTaJTw1uWiEEV,Yannick Hara,1g4XuGMn7pziK1PMkEXF9g,0.589,0.711,0,0.363,5,0.537,-7.078,0.366,0.0,0.853,79.02
Blood Wolf,2a8NBThJj28YrJIqDzYJsB,63,231500,Blood Wolf,6NQ22gsAZDnqTR7kdKrS0f,Dance Gavin Dance,6guC9FqvlVboSKTI77NG2k,0.0521,0.555,0,0.111,3,0.566,-3.6,0.0147,0.0,0.968,124.996
ONE OF US - GOLDHOUSE R333MIX,3aKzimkCrvzqBNXDwNf1fF,44,180989,ONE OF US (GOLDHOUSE R333MIX),53tUZqGEFmHuGh4U72v6NP,FEVER 333,1B0155rdv175D1tQ8VH7Oy,0.297,0.275,0,0.212,7,0.702,-6.724,0.00782,0.0,0.671,91.001
Let Light Overcome The Darkness,4BsYXEN2uX5PKOKcZJuxAv,56,195915,Let Light Overcome The Darkness,4xwVVLosHJibLAqoIQIJmC,Our Last Night,00YTqRClk82aMchQQpYMd5,0.0446,0.225,0,0.119,1,0.699,-7.275,0.216,0.000102,0.583,129.965
Crying Game,1oVM2C03zy6HU9UAqePMPt,56,191936,Crying Game,5aLxILanq1pHZAS0LosLJG,Bad Wolves,0eI3X5rAzHRZVe5FPk4MN1,0.155,0.205,0,0.146,0,0.227,-4.995,3.13e-05,0.00061,0.915,83.898
"You Think I Ain't Worth a Dollar, But I Feel Like a Millionaire",7jpRlGiMOpkWWzpuzuX77G,49,190392,"You Think I Ain't Worth a Dollar, But I Feel Like a Millionaire",5E3Id0ihbIqfUyLEX2kDI8,Erra,2UoOdQyBGyzrEfxcY77ce0,0.124,0.594,1,0.0559,11,0.507,-4.277,1.88e-05,0.349,0.931,140.026
Heartbeat,4Chuzbv24WJ2ddTKaLghYu,48,191700,Heartbeat,2Zp6WXqQx99F7hBIhlskjJ,Point North,5Vp7LqcfAtx2U1RfIX8i7r,0.0457,0.617,1,0.0715,5,0.64,-3.692,0.00203,0.0,0.929,108.004
All Out,4ZSuODy4xcQevETPu9vEbF,35,204426,All Out (The Singles),27lOeZ0KOk22hKxvF8d54F,Locket,6h0cRpTv4GFq0zYbCbsDXy,0.041,0.158,0,0.117,3,0.405,-8.232,0.00192,2.85e-05,0.549,127.131
The Hype,3FUTgxlztpSlMqprdqtO8m,59,265374,The Hype (Alt Mix),36yNEpiZYBDNUAuhh7QhoQ,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,0.047,0.394,1,0.37,9,0.529,-6.14,0.0114,0.000304,0.808,87.042
Hey Mario,5xi1cQu069UYBvcM26QEV0,44,181583,Brighter,4yUq0FyMYVb1ifEOjDn3Q7,Patent Pending,0xNdN9NbR572rKrGQBjPlH,0.0621,0.911,1,0.057,9,0.691,-5.98,0.0529,0.0,0.674,99.979
Silhouettic,5V4LHTjK7lpSztzoLkShfe,38,203626,Universes,09xHyFa4Gfq4J7tdKAFXeB,Birds Of Tokyo,25ou7Y6W7L1fcMoCZMbf86,0.0731,0.504,0,0.374,4,0.311,-3.56,0.00467,0.0,0.952,172.36
Vertebrae,5VKFzJzOInbZJnB8Pnxj1g,49,216069,breathe,2F2RkJb7kGZitRS6C8O2XT,Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH,0.0279,0.315,1,0.116,1,0.645,-5.093,0.00814,1.25e-05,0.788,123.952
2 CLOSE (feat. Drew York),5br1lpEzKZIMVbQNSkzcEI,33,222823,2 CLOSE (feat. Drew York),3Cxl4Ob2RAltYG2fVr2Kt5,Gideon,3Zj2B8yAi8gHoR8vpsPatZ,0.0692,0.446,0,0.67,5,0.587,-3.304,0.000136,0.0578,0.959,97.531
Ghost & Shadow,6y2rjXOItNVbAaqd0xP1iJ,25,262721,Ghost & Shadow,7nUjLcqXiyQJq2E8VakE3A,Seek Harbour,7ANXzD4Z2cRgmgnTCaaJvK,0.0488,0.318,0,0.112,8,0.532,-5.349,0.139,0.000189,0.783,142.067
Loner,5QMmZqzh93EY6gJG4PmzHA,66,215185,Loner,00YBdFjhzULIC5bE3QJxAa,YUNGBLUD,6Ad91Jof8Niiw0lGLLi3NW,0.136,0.475,1,0.152,1,0.27,-2.979,0.0285,0.0,0.948,98.765
Breath,3yUC3Tww0gmI82llNZ4l2P,34,215685,Time,5I0n2fZN0oB59gbkibyg4G,Hold Close,7ieoU8tk39ZfyQwdMfvgez,0.0374,0.343,1,0.0906,5,0.426,-4.337,0.106,0.00949,0.773,98.954
